ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,Label
3.33,0.39,9.51,-0.02,0.01,0.07,8.24,-6.27,-0.75,-0.21,-0.15,0.13,salah
3.91,-0.85,8.86,-0.10,0.06,-0.03,6.54,-6.22,-4.48,0.04,-0.04,-0.02,salah
0.01,-0.51,9.61,-0.05,0.03,-0.05,8.23,-5.40,-0.54,0.02,-0.02,-0.07,salah
-0.12,-0.12,9.80,-0.08,0.06,-0.01,9.58,-4.16,-1.03,-0.06,-0.06,0.06,salah
1.17,-0.41,9.60,-0.11,0.00,0.02,9.44,-1.84,-2.61,0.05,-0.04,0.03,salah
1.76,-1.83,9.45,-0.09,0.04,-0.01,9.60,-2.02,-2.29,0.05,-0.05,0.02,salah
4.77,-1.29,8.37,-0.04,0.16,-0.01,5.78,-7.14,-4.72,-0.01,-0.14,0.01,salah
1.72,-1.36,9.80,-0.24,0.25,-0.13,9.47,-1.14,-4.41,-1.04,-0.23,0.03,salah
0.39,-0.33,9.64,-0.08,0.05,-0.04,9.31,-3.08,-1.51,-0.00,-0.04,0.03,salah
1.41,-0.19,9.76,-0.07,0.08,0.08,9.66,-1.07,-2.77,-0.04,-0.05,0.13,salah
-0.47,-0.28,9.73,-0.07,0.10,0.01,8.94,-4.04,-0.66,-0.03,-0.06,0.06,salah
3.92,-0.27,9.19,-0.09,0.02,-0.05,9.00,-4.82,0.01,0.29,-0.10,-0.00,salah
0.44,-0.08,9.65,-0.12,0.04,-0.01,9.58,-3.06,-1.60,0.02,-0.07,0.05,salah
0.36,-0.65,9.62,-0.09,0.07,-0.01,9.83,-1.70,-1.30,0.02,-0.09,-0.03,salah
3.90,-0.14,8.77,-0.10,0.14,-0.04,8.37,-4.99,0.46,0.00,-0.19,-0.18,salah
0.26,0.15,9.73,-0.09,0.04,0.01,9.63,0.20,-3.14,0.07,-0.06,0.06,salah
0.81,-0.05,9.74,-0.08,0.05,-0.02,9.84,0.97,-1.74,0.07,-0.06,0.05,salah
3.82,-0.95,8.91,-0.10,0.05,-0.03,5.94,-7.18,-4.25,0.15,-0.06,0.01,salah
2.00,-1.19,9.53,-0.08,0.06,0.00,9.06,-3.39,-2.68,0.05,-0.05,0.03,salah
4.27,0.19,8.88,-0.10,0.02,-0.02,6.98,-6.83,0.52,0.14,-0.03,0.03,salah
2.98,-1.34,9.14,-0.09,0.05,-0.01,7.71,-5.38,-3.85,-0.00,-0.03,0.01,salah
1.24,-0.36,9.53,-0.09,0.03,0.00,9.86,-0.00,-1.34,0.06,-0.06,0.02,salah
3.78,-1.09,8.78,-0.08,0.00,-0.01,6.40,-6.73,-4.51,-0.00,-0.04,-0.01,salah
0.36,-1.09,9.40,-0.12,0.04,0.03,9.60,-1.76,-2.59,0.04,-0.10,-0.01,salah
4.01,-0.91,9.13,-0.09,0.05,-0.01,6.51,-6.78,-4.26,-0.07,-0.13,0.05,salah
4.09,0.23,8.72,-0.10,0.03,-0.02,7.06,-6.59,0.40,0.08,-0.08,0.02,salah
0.33,-0.60,9.61,-0.09,0.07,-0.01,9.79,-1.47,-1.20,0.03,-0.11,-0.03,salah
3.59,0.51,9.08,-0.15,0.06,-0.04,7.83,-6.01,-1.30,0.05,-0.00,-0.00,salah
3.98,-0.00,9.00,-0.08,0.06,0.03,8.49,-5.31,0.52,0.06,-0.09,0.01,salah
1.75,-1.91,9.39,-0.10,0.03,0.02,9.63,-1.63,-2.24,0.07,-0.07,0.01,salah
0.10,-0.48,9.60,0.01,-0.03,0.11,9.44,-3.32,-0.79,-0.07,-0.20,0.01,salah
1.33,-0.34,9.53,-0.09,0.05,-0.05,9.63,-0.52,-2.53,0.02,-0.08,0.04,salah
1.47,-0.20,9.44,-0.01,-0.04,0.17,9.17,-2.67,-3.37,0.19,-0.27,0.14,salah
-0.21,-0.30,9.64,-0.10,0.07,-0.01,9.31,-3.56,-0.98,0.08,-0.08,-0.01,salah
4.48,-0.76,8.83,-0.04,0.24,-0.02,5.63,-7.18,-4.39,-0.03,-0.17,0.01,salah
0.45,-0.52,9.57,-0.08,0.02,0.08,9.04,-3.66,-1.63,0.01,-0.09,0.05,salah
0.85,-0.27,9.62,-0.08,0.06,-0.02,9.51,1.32,-1.66,0.03,-0.08,0.01,salah
3.83,-1.13,8.78,-0.11,0.06,-0.03,6.63,-6.41,-4.21,0.12,-0.02,-0.02,salah
2.03,-0.86,9.38,-0.09,0.04,-0.02,8.97,-3.64,-2.80,0.06,-0.08,0.05,salah
1.87,-2.08,9.40,-0.10,0.02,-0.03,9.62,-2.06,-2.09,-0.01,-0.06,0.03,salah
3.74,0.53,9.05,-0.07,0.08,0.01,7.63,-6.69,-1.27,-0.03,-0.06,0.01,salah
3.83,0.17,9.08,-0.13,0.04,-0.05,7.17,-6.67,0.54,0.03,0.05,0.10,salah
-0.48,-0.31,9.56,-0.12,0.08,-0.03,9.10,-4.48,-0.57,0.02,-0.01,-0.06,salah
-0.29,-0.29,9.65,-0.10,0.06,0.01,9.32,-3.16,-1.32,0.02,-0.07,-0.03,salah
2.82,0.17,9.45,-0.13,-0.06,-0.04,8.05,-6.07,0.13,0.18,0.09,0.10,salah
3.48,-0.18,9.10,-0.09,0.03,-0.03,9.22,-3.76,-0.26,0.01,-0.03,0.05,salah
3.70,0.00,9.10,-0.11,0.03,-0.01,8.57,-5.04,0.12,0.03,-0.10,0.02,salah
2.23,-0.96,9.54,-0.11,-0.05,-0.03,9.46,-3.61,-2.70,-0.10,-0.07,0.03,salah
-0.38,-0.32,9.57,-0.11,0.08,-0.05,9.57,-3.56,-1.16,0.09,-0.03,-0.07,salah
0.12,-0.18,9.53,-0.08,0.07,0.01,9.41,-2.84,-1.71,0.10,-0.08,-0.03,salah
1.33,0.14,9.56,-0.11,0.05,-0.02,8.10,-5.84,-0.99,-0.17,-0.12,-0.00,salah
-0.05,-0.43,9.52,-0.08,0.08,-0.02,9.45,-3.28,-1.18,-0.01,-0.09,-0.00,salah
3.87,-0.21,9.19,-0.08,-0.15,-0.14,7.64,-5.63,-3.85,0.06,-0.06,0.24,salah
0.72,0.08,9.69,-0.09,0.04,-0.01,8.77,-4.83,-0.93,0.07,-0.04,0.02,salah
5.52,0.39,8.40,-0.20,0.09,-0.02,7.13,-7.73,-0.69,-0.05,-0.00,0.03,salah
3.04,0.25,9.24,-0.10,-0.30,0.07,6.65,-6.20,-2.93,-0.02,-0.19,-0.02,salah
3.94,0.01,8.95,-0.09,0.02,0.04,8.38,-5.19,0.56,-0.07,-0.03,0.09,salah
0.87,-0.47,9.62,-0.09,-0.04,0.06,9.53,-1.50,-2.59,0.13,-0.06,0.02,salah
1.15,0.02,9.50,-0.08,0.06,-0.04,8.25,-5.96,-1.14,0.08,-0.11,-0.00,salah
-0.08,-0.68,9.46,0.01,-0.04,0.11,9.33,-3.48,-0.50,0.14,-0.07,0.00,salah
3.83,0.03,8.99,-0.09,0.05,0.00,8.45,-5.37,0.26,0.05,-0.07,0.00,salah
3.36,-0.39,9.04,-0.04,0.12,0.10,7.78,-5.62,-3.21,0.01,-0.12,-0.20,salah
3.81,-1.37,9.07,-0.08,0.03,-0.02,6.11,-6.62,-4.46,0.02,-0.08,0.01,salah
1.87,-1.21,9.37,-0.08,0.03,-0.00,9.31,-2.86,-2.50,0.01,-0.08,0.03,salah
0.26,0.02,9.97,-0.20,0.16,0.08,9.37,-3.79,-0.91,0.21,-0.05,0.06,salah
0.56,-0.05,9.56,-0.09,0.03,-0.03,8.56,-5.09,-1.18,0.16,-0.02,0.05,salah
3.68,0.23,8.78,-0.12,0.04,-0.03,6.63,-7.17,0.79,0.04,-0.03,-0.00,salah
1.57,-1.42,9.37,-0.09,0.05,-0.08,9.41,-2.94,-2.61,-0.06,-0.06,0.03,salah
1.55,-0.38,9.58,-0.09,0.04,-0.05,9.41,-0.72,-2.61,-0.02,-0.06,0.04,salah
5.12,0.09,8.59,-0.07,0.12,0.02,7.86,-6.76,-0.70,-0.37,-0.06,0.03,salah
1.24,-0.25,9.43,-0.08,0.07,0.01,9.47,-0.23,-2.94,0.03,-0.08,-0.03,salah
0.71,-0.11,9.68,-0.10,0.03,-0.01,8.73,-4.81,-0.83,0.12,-0.05,0.01,salah
2.99,0.14,8.83,-0.14,0.11,-0.03,8.52,-4.20,-3.58,-0.01,-0.12,-0.06,salah
0.23,-0.30,9.87,-0.16,0.19,0.01,9.93,-1.40,-1.42,0.04,-0.05,0.08,salah
0.88,0.03,9.55,-0.09,0.08,-0.04,8.80,-4.90,-1.14,0.01,-0.07,0.03,salah
1.05,0.15,9.69,-0.08,0.08,-0.01,8.08,-6.02,-1.08,-0.02,-0.09,0.01,salah
2.75,-0.44,9.19,-0.20,-0.01,0.07,7.55,-7.23,0.86,-0.30,0.20,-0.07,salah
0.14,-1.01,9.55,-0.06,0.07,0.02,9.61,-2.00,-2.72,0.02,-0.08,-0.01,salah
0.25,-0.85,9.42,-0.16,-0.03,-0.02,9.99,-1.34,-1.38,0.05,-0.06,0.00,salah
3.96,0.07,8.90,-0.09,0.02,0.04,8.50,-5.15,0.38,0.14,-0.07,0.03,salah
3.73,0.37,9.42,-0.10,0.00,-0.01,7.36,-6.43,-2.79,-0.06,-0.15,0.04,salah
0.49,-0.61,9.54,-0.09,0.05,0.00,9.77,-1.70,-1.33,0.09,-0.09,-0.01,salah
0.63,-0.06,9.63,-0.08,0.02,-0.01,9.81,1.04,-1.73,0.06,-0.07,0.02,salah
3.21,-0.11,8.67,-0.14,0.20,-0.22,5.73,-6.92,-1.55,-0.10,0.08,0.01,salah
3.45,0.12,9.17,-0.08,0.04,-0.00,9.06,-4.08,-0.05,-0.02,-0.06,0.01,salah
1.69,-1.97,9.32,-0.09,0.02,0.03,9.61,-1.85,-2.32,0.04,-0.06,-0.00,salah
4.18,0.35,8.58,-0.07,-0.00,-0.01,7.42,-6.44,-0.47,-0.04,-0.13,-0.04,salah
-0.47,-0.78,9.57,-0.11,-0.08,0.00,9.68,-0.61,-3.42,-0.00,0.03,0.52,salah
3.72,-0.28,9.17,-0.10,0.05,-0.01,8.83,-4.76,0.70,0.11,-0.12,-0.06,salah
0.25,-0.00,9.53,-0.10,0.04,-0.01,8.64,-4.80,-1.13,-0.04,-0.04,0.01,salah
0.41,-0.14,9.62,-0.07,0.04,-0.08,9.39,-3.20,-1.99,-0.11,-0.10,0.06,salah
1.74,-2.01,9.46,-0.09,0.02,-0.00,9.75,-1.96,-2.10,0.04,-0.09,0.03,salah
3.42,-0.01,9.11,-0.10,0.04,-0.00,9.07,-4.45,-0.12,-0.00,-0.06,0.02,salah
0.44,-0.47,9.67,-0.13,0.02,-0.03,9.45,-3.23,-1.54,0.06,-0.06,-0.01,salah
0.46,-0.28,9.61,-0.12,0.09,-0.06,9.39,-2.92,-1.60,-0.06,-0.04,-0.00,salah
1.53,-1.86,9.32,-0.09,0.04,-0.01,9.68,-1.59,-2.27,0.04,-0.08,0.02,salah
2.30,0.62,9.10,-0.11,0.08,-0.00,8.26,-5.70,-1.16,0.25,0.04,-0.16,salah
3.50,-0.28,8.92,-0.10,0.05,-0.07,8.89,-4.66,0.55,-0.10,-0.13,-0.09,salah
3.72,0.45,8.92,-0.07,0.06,-0.03,7.69,-5.92,-1.35,-0.08,-0.08,-0.04,salah
0.35,-0.91,9.43,-0.11,0.08,-0.01,9.70,-1.38,-2.92,-0.05,-0.12,-0.13,salah
0.18,-0.98,9.52,-0.09,0.02,0.00,9.44,-2.00,-2.66,0.01,-0.08,0.01,salah
1.78,-1.15,9.50,-0.09,0.04,-0.01,9.26,-2.99,-2.57,0.04,-0.06,0.03,salah
2.95,-0.34,8.95,-0.05,0.16,0.02,7.94,-5.41,-3.26,0.17,-0.14,-0.18,salah
1.32,0.03,9.62,-0.10,0.05,-0.03,7.95,-6.19,-0.62,0.13,0.02,0.01,salah
3.47,0.05,8.90,-0.08,0.03,0.04,6.90,-6.85,0.98,0.11,-0.07,0.05,salah
2.00,-0.87,9.40,-0.09,0.03,-0.02,8.92,-3.86,-2.76,0.05,-0.06,0.03,salah
3.85,-1.16,8.97,-0.11,-0.01,-0.02,6.46,-6.38,-4.40,0.06,-0.07,0.04,salah
3.44,0.02,9.05,-0.09,0.04,-0.00,8.92,-4.33,-0.05,0.07,-0.04,0.01,salah
4.11,-0.06,8.79,-0.12,0.07,-0.03,7.34,-6.73,1.24,0.03,-0.13,0.02,salah
1.23,0.19,9.57,-0.09,0.04,-0.01,9.88,0.11,-1.10,0.04,-0.06,0.01,salah
0.36,-0.96,9.27,-0.06,0.07,-0.02,9.56,-0.08,-2.99,0.22,-0.00,0.15,salah
3.76,-0.03,9.00,-0.10,0.04,0.00,8.68,-5.09,0.35,0.10,-0.07,0.01,salah
2.52,0.32,9.58,-0.17,0.00,-0.14,7.66,-7.10,0.84,-0.31,-0.18,-0.05,salah
4.68,0.21,8.66,-0.10,-0.05,0.00,7.42,-6.17,-0.10,0.12,-0.11,-0.00,salah
1.04,-0.05,9.52,-0.10,0.03,-0.00,9.66,0.10,-1.42,-0.01,-0.03,0.02,salah
5.39,0.33,7.93,-0.08,0.09,0.03,7.18,-7.64,-0.44,0.06,-0.04,-0.01,salah
0.19,-0.21,9.66,-0.01,0.02,0.13,9.38,-3.19,-0.89,-0.00,-0.21,-0.02,salah
0.11,-1.32,9.34,-0.10,0.10,-0.02,9.40,-0.94,-2.89,-0.14,-0.10,-0.46,salah
0.78,-0.18,9.59,-0.08,0.02,0.01,9.55,-1.66,-2.73,-0.01,-0.06,0.03,salah
1.23,-1.08,9.21,-0.08,-0.07,-0.10,9.59,-0.41,-2.43,0.16,0.01,-0.23,salah
1.71,-1.23,9.42,-0.09,0.03,0.00,9.29,-2.98,-2.63,0.03,-0.05,0.02,salah
0.36,-0.68,9.58,-0.11,0.05,-0.01,9.84,-1.16,-1.35,0.03,-0.06,0.02,salah
0.77,-0.06,9.79,-0.23,0.03,0.15,9.10,-1.43,-3.09,0.13,-0.16,-0.33,salah
1.09,0.19,9.51,-0.09,0.05,-0.02,9.99,0.04,-1.02,0.03,-0.06,0.01,salah
1.17,0.17,9.59,-0.10,0.03,0.01,9.87,0.03,-1.01,0.06,-0.06,0.02,salah
0.48,0.03,9.61,-0.08,0.03,-0.04,8.87,-4.99,-1.24,-0.03,-0.02,0.03,salah
1.55,0.16,9.57,-0.12,0.20,-0.01,9.72,-1.07,-2.92,-0.52,-0.17,-0.14,salah
3.66,-1.01,8.88,-0.07,-0.00,0.02,6.42,-6.40,-4.64,0.18,-0.04,-0.03,salah
1.55,-2.05,9.39,-0.10,0.03,0.01,9.98,-1.73,-2.12,-0.05,-0.08,0.03,salah
4.46,-0.01,8.71,-0.07,0.06,0.04,7.08,-6.87,0.67,0.05,-0.08,0.02,salah
1.47,-0.97,9.68,-0.06,-0.02,-0.05,9.18,-4.06,-2.26,0.14,-0.02,0.08,salah
2.27,0.10,8.46,-0.12,-0.11,-0.07,6.67,-5.67,-3.59,-0.06,-0.02,-0.04,salah
0.77,-0.29,9.60,-0.09,0.04,-0.00,9.76,1.13,-1.68,0.01,-0.10,0.02,salah
3.60,0.45,9.22,-0.07,0.03,0.02,7.75,-5.96,-1.02,0.03,-0.05,0.01,salah
0.27,0.03,9.57,-0.09,0.05,0.01,9.29,-2.55,-1.60,0.10,-0.07,0.04,salah
0.10,-0.18,9.51,-0.10,0.05,0.01,8.93,-4.60,-0.79,0.05,-0.10,0.02,salah
-0.12,-0.17,9.26,-0.07,0.02,0.05,9.47,-1.85,-3.48,-0.06,-0.20,0.73,salah
3.78,-0.12,9.00,-0.11,0.04,-0.01,8.68,-5.13,0.45,0.02,-0.10,0.01,salah
0.39,0.14,9.29,-0.09,0.08,-0.00,8.02,-5.53,-0.98,0.06,-0.03,-0.08,salah
1.36,0.11,9.45,-0.22,0.09,-0.21,11.28,-1.97,-2.49,-1.80,-0.72,0.22,salah
1.83,0.54,9.39,-0.12,0.10,0.06,9.56,-2.27,-2.55,-0.01,-0.11,0.00,salah
0.28,-0.76,9.39,-0.10,0.09,-0.04,9.72,-1.28,-1.46,0.03,-0.04,0.04,salah
1.74,-2.06,9.41,-0.10,0.08,-0.03,9.70,-2.05,-1.92,-0.09,-0.03,-0.00,salah
1.10,0.12,9.61,-0.09,0.03,-0.01,9.97,0.09,-1.16,0.08,-0.04,0.04,salah
1.55,-1.58,9.38,-0.10,0.03,-0.02,9.25,-2.93,-2.72,-0.07,-0.07,0.02,salah
0.09,-0.97,9.57,-0.10,0.02,-0.02,9.56,-0.10,-2.92,-0.00,-0.10,-0.01,salah
1.27,-0.26,9.65,-0.09,0.05,-0.01,9.62,-0.54,-2.77,-0.02,-0.08,0.00,salah
1.35,-0.01,9.77,-0.07,0.07,-0.02,8.15,-6.13,-0.92,0.14,0.02,0.00,salah
1.76,-1.80,9.34,-0.08,0.03,-0.00,9.59,-1.70,-2.12,0.02,-0.07,0.02,salah
3.68,-0.26,9.03,-0.08,0.05,0.00,8.48,-5.05,0.26,0.05,-0.08,-0.00,salah
0.65,-0.78,9.59,-0.11,0.01,0.01,9.69,-1.71,-1.21,0.03,-0.07,0.16,salah
3.69,-0.97,9.16,-0.10,0.03,-0.00,6.10,-7.52,-4.08,0.12,-0.09,0.01,salah
1.89,-1.88,9.28,-0.10,0.03,0.03,9.56,-1.67,-2.18,0.04,-0.07,0.01,salah
-0.32,-0.41,9.50,-0.07,0.07,0.00,8.22,-4.94,-0.71,0.06,-0.06,-0.06,salah
3.91,-0.19,9.02,-0.08,0.05,0.05,7.08,-6.69,0.80,0.00,-0.03,0.05,salah
3.74,0.00,9.06,-0.08,0.06,-0.00,8.60,-5.20,0.39,0.05,-0.05,0.01,salah
1.01,0.30,9.50,-0.09,0.01,-0.03,8.37,-5.95,-1.25,-0.05,-0.01,0.07,salah
3.62,-1.02,9.12,-0.10,0.04,0.02,6.62,-6.28,-4.47,0.03,-0.07,0.01,salah
1.81,-0.54,9.36,-0.10,0.01,-0.03,9.82,-0.50,-2.62,0.09,-0.09,0.06,salah
1.30,-0.38,9.67,-0.09,0.06,-0.03,9.75,-0.88,-2.52,0.01,-0.06,0.00,salah
3.59,-0.26,9.06,-0.10,0.03,0.00,8.98,-4.19,-0.10,-0.02,-0.07,0.04,salah
3.53,0.31,9.12,-0.09,-0.06,0.06,8.15,-5.62,-0.57,-0.11,-0.09,0.15,salah
3.76,0.20,9.01,-0.05,0.10,0.03,6.79,-7.12,1.35,0.11,-0.17,-0.03,salah
4.46,-1.10,8.58,-0.09,0.09,0.11,5.90,-6.99,-4.63,-0.15,-0.15,0.04,salah
-0.51,-0.09,9.48,-0.11,0.02,-0.05,9.05,-4.81,-0.72,-0.05,-0.11,-0.02,salah
1.13,-0.44,9.55,-0.09,0.05,-0.03,9.79,0.23,-1.37,0.05,-0.08,0.02,salah
3.55,0.03,9.01,-0.10,0.03,0.02,9.14,-3.76,-0.59,0.18,-0.11,0.04,salah
0.14,-0.53,9.63,-0.09,0.03,-0.00,9.53,-2.56,-2.06,0.03,-0.07,0.03,salah
0.39,0.38,9.93,-0.03,-0.02,-0.06,9.05,-5.20,-1.53,0.10,0.19,-0.03,salah
-0.25,-0.24,9.56,-0.09,0.04,-0.00,9.14,-3.37,-1.15,0.05,-0.08,-0.04,salah
0.88,-0.07,9.60,-0.10,0.04,0.01,8.88,-4.92,-0.89,0.07,-0.04,0.05,salah
4.47,-0.96,8.57,-0.09,0.00,0.01,5.83,-7.25,-4.20,-0.05,-0.04,0.04,salah
1.88,-1.95,9.32,-0.08,0.04,-0.03,9.67,-1.79,-2.32,0.09,-0.09,0.02,salah
3.55,-0.01,9.21,-0.10,0.05,0.03,8.91,-4.15,-0.44,-0.05,-0.07,0.03,salah
-0.12,-0.07,9.67,-0.07,0.03,-0.02,9.47,-3.38,-1.24,-0.02,-0.04,0.07,salah
1.82,-1.30,9.31,-0.06,0.05,-0.03,9.24,-2.41,-2.66,0.05,-0.09,0.06,salah
0.71,-0.48,9.58,-0.07,0.10,-0.06,9.52,-3.11,-1.25,0.04,-0.05,0.00,salah
1.18,-0.33,9.59,-0.09,0.03,-0.00,9.92,0.09,-1.25,0.02,-0.09,0.03,salah
0.09,-0.47,9.60,-0.10,0.04,0.00,9.50,-2.62,-1.74,0.07,-0.05,0.01,salah
5.58,0.67,8.26,-0.03,0.11,0.02,6.67,-6.28,-1.70,-0.03,-0.14,0.01,salah
0.14,-0.62,9.64,-0.08,0.05,-0.03,9.71,-1.60,-1.27,-0.02,-0.06,0.03,salah
1.66,-2.04,9.38,-0.09,0.04,-0.00,9.71,-1.80,-2.21,-0.03,-0.12,0.04,salah
0.17,-0.51,9.55,-0.09,0.04,0.00,9.52,-2.65,-2.07,0.08,-0.06,-0.00,salah
3.56,-0.09,8.70,-0.03,0.14,0.07,6.51,-5.46,-3.71,0.66,-0.11,-0.04,salah
0.68,-0.33,9.61,-0.08,-0.04,-0.10,9.46,-2.09,-2.66,-0.20,-0.12,0.14,salah
0.07,-0.64,9.66,-0.08,0.04,-0.01,9.51,-2.76,-1.83,0.03,-0.06,0.03,salah
1.75,-1.65,9.33,-0.06,0.04,0.01,9.36,-2.60,-2.50,0.00,-0.07,-0.01,salah
3.84,-0.69,9.14,-0.19,-0.03,-0.09,8.60,-5.37,-2.73,0.15,-0.08,0.12,salah
3.06,-1.41,9.12,-0.10,0.04,-0.02,7.80,-5.33,-3.86,-0.01,-0.06,0.03,salah
1.57,-2.04,9.49,-0.07,0.04,0.00,9.68,-1.99,-1.93,-0.03,-0.10,0.03,salah
1.86,-1.20,9.34,-0.09,0.03,0.01,9.25,-2.79,-2.54,-0.01,-0.10,0.06,salah
0.40,-0.32,9.51,-0.10,0.05,-0.01,9.41,-3.21,-1.61,0.01,-0.07,0.00,salah
0.03,-0.20,9.53,-0.05,0.07,0.03,8.87,-3.37,-1.03,0.20,0.02,0.03,salah
-0.27,-0.37,10.09,-0.08,0.07,-0.05,9.16,-4.47,-0.83,-0.11,-0.08,0.05,salah
0.94,-0.54,9.77,-0.04,-0.01,0.07,9.65,-1.60,-2.66,0.10,-0.06,0.03,salah
1.12,0.19,9.59,-0.10,0.03,0.01,9.71,0.20,-1.06,0.05,-0.06,0.02,salah
3.90,-0.19,9.06,-0.10,0.06,0.00,8.56,-5.02,0.31,0.01,-0.06,0.02,salah
-0.57,-0.20,9.53,-0.10,0.02,-0.01,9.03,-3.82,-0.69,0.04,-0.03,0.04,salah
0.73,0.03,9.53,-0.09,0.04,-0.03,8.73,-4.82,-1.35,0.17,-0.12,-0.03,salah
1.12,0.14,9.55,-0.11,0.05,-0.01,9.82,0.18,-1.18,0.08,-0.06,0.01,salah
0.88,-0.29,9.58,-0.09,0.04,0.02,9.71,-0.86,-2.89,0.03,-0.01,0.02,salah
-0.66,-0.21,8.52,0.09,-0.18,0.11,8.29,-1.87,-2.63,-0.02,-0.32,1.11,salah
1.07,0.06,9.54,-0.11,0.05,-0.00,9.89,0.05,-1.41,-0.01,-0.08,-0.02,salah
0.70,-0.06,9.62,-0.09,0.06,0.02,9.58,-0.51,-2.85,-0.00,-0.07,-0.01,salah
3.90,-0.75,8.96,-0.08,0.09,0.00,5.64,-7.48,-4.10,-0.02,-0.10,-0.04,salah
4.16,-0.99,8.60,-0.09,0.02,0.02,5.56,-7.08,-4.45,0.01,-0.12,0.03,salah
4.92,-0.05,10.13,-0.23,0.50,-0.04,9.20,-5.61,-0.41,0.23,0.03,-0.40,salah
4.10,-0.53,9.19,-0.19,-0.13,-0.01,6.90,-6.90,1.18,0.07,0.09,-0.02,salah
1.22,-0.05,9.59,-0.10,0.11,0.04,8.18,-6.14,-0.46,0.13,-0.02,-0.02,salah
0.31,-0.85,9.60,-0.12,0.04,-0.01,9.28,-3.94,-1.50,0.04,-0.08,0.04,salah
1.98,-1.65,9.33,-0.10,0.04,0.04,9.43,-2.55,-2.33,0.01,-0.07,0.03,salah
0.52,0.02,9.50,-0.11,0.08,0.01,8.73,-4.76,-1.53,-0.10,-0.06,-0.01,salah
4.33,-0.31,9.64,-0.11,0.08,-0.01,7.82,-5.90,-2.81,-0.02,-0.14,0.07,salah
2.61,0.26,8.96,-0.18,-0.04,-0.19,7.78,-5.31,-0.58,-0.20,0.10,0.07,salah
3.87,-0.96,8.93,-0.14,-0.04,-0.00,5.69,-7.17,-4.27,-0.10,-0.06,0.15,salah
3.40,-0.15,9.10,-0.09,0.02,0.00,9.06,-3.88,-0.30,0.04,-0.05,0.02,salah
0.06,-0.57,9.65,-0.07,0.05,-0.01,9.44,-2.60,-1.91,0.13,-0.06,0.03,salah
3.20,-0.13,9.40,-0.11,0.18,-0.09,9.16,-4.87,-3.05,-0.04,-0.11,-0.02,salah
1.20,0.05,9.56,-0.10,0.05,-0.00,9.91,-0.07,-1.40,0.02,-0.08,0.02,salah
1.19,0.39,9.37,-0.11,-0.15,-0.03,9.50,-2.16,-2.55,-0.70,-0.12,0.68,salah
1.81,-1.19,9.45,-0.10,0.05,0.00,9.33,-2.74,-2.50,0.01,-0.07,0.02,salah
0.40,-0.68,9.56,-0.08,0.03,-0.04,9.17,-4.19,-1.27,0.09,-0.04,0.03,salah
1.72,-0.92,9.40,-0.10,0.05,0.00,9.19,-3.31,-2.54,0.08,-0.06,0.01,salah
3.74,-0.24,9.11,-0.09,0.06,-0.04,9.07,-3.84,-0.63,-0.37,-0.15,-0.07,salah
1.19,-0.34,9.57,-0.09,0.05,-0.00,9.87,0.13,-1.25,0.01,-0.05,0.00,salah
3.41,0.09,8.99,-0.09,0.05,-0.01,8.85,-4.50,-0.01,0.02,-0.07,0.02,salah
2.89,-0.14,9.14,-0.06,0.05,-0.01,7.39,-6.45,0.65,-0.09,-0.11,0.07,salah
0.70,0.03,9.61,-0.11,0.02,-0.02,8.88,-4.69,-1.25,0.11,-0.08,0.01,salah
1.08,-0.02,9.60,-0.10,0.04,0.02,9.83,0.15,-1.26,0.05,-0.07,0.01,salah
1.00,-0.39,9.61,-0.09,0.05,0.01,9.75,1.05,-1.73,0.05,-0.06,0.01,salah
1.83,-0.96,9.46,-0.08,0.01,-0.02,9.14,-3.58,-2.65,0.01,-0.08,0.05,salah
3.56,-1.02,9.19,-0.10,0.05,-0.01,6.20,-6.95,-4.39,0.07,-0.04,-0.02,salah
1.48,-0.34,9.56,-0.09,-0.01,0.04,9.71,-1.55,-2.65,0.29,-0.09,0.16,salah
1.21,-0.35,9.56,-0.09,0.03,-0.01,9.79,0.10,-1.34,-0.00,-0.06,0.02,salah
0.70,-0.29,9.67,-0.08,0.07,0.00,9.54,1.17,-1.85,0.12,0.01,0.04,salah
0.88,0.01,9.57,-0.13,0.01,0.02,8.92,-4.61,-1.26,0.05,-0.03,0.03,salah
1.18,0.21,9.60,-0.09,0.03,-0.01,9.90,0.11,-1.09,0.04,-0.07,0.03,salah
3.54,-0.04,9.05,-0.08,0.05,0.02,8.99,-4.27,-0.05,0.07,-0.09,0.00,salah
3.71,-1.04,9.07,-0.09,0.06,-0.01,6.31,-7.38,-4.17,0.04,-0.05,0.01,salah
0.27,-0.52,9.62,-0.10,0.04,0.01,9.42,-2.64,-1.96,0.05,-0.10,0.02,salah
-0.03,-0.55,9.50,-0.10,0.04,0.00,9.50,-2.74,-1.92,0.04,-0.06,0.01,salah
1.23,-0.30,9.62,-0.08,0.06,-0.02,9.58,-0.60,-2.78,0.02,-0.07,0.00,salah
0.32,-0.35,9.60,-0.09,0.05,0.00,9.58,-2.83,-1.68,0.09,-0.06,0.02,salah
4.50,0.23,8.26,-0.08,0.14,-0.00,7.24,-6.88,-0.37,-0.23,-0.09,-0.08,salah
0.40,-0.53,9.63,-0.08,0.05,-0.03,9.04,-4.25,-1.16,0.09,-0.05,0.05,salah
